word,zone,item,meanItemRT
it's,421,6,350.5783133
better,422,6,327.1204819
to,423,6,314.0481928
be,424,6,319.1807229
safe,425,6,312.5421687
than,426,6,323.7590361
sorry.',427,6,377.6219512
Abby,428,6,324.6144578
looked,429,6,312.2771084
on,430,6,294.1325301
all,431,6,324.4268293
sides,432,6,311.1325301
of,433,6,294.2771084
the,434,6,308.6506024
"tank,",435,6,314.4457831
but,436,6,307.9638554
there,437,6,298.9638554
was,438,6,304.3855422
no,439,6,306.626506
sign,440,6,312.5542169
of,441,6,300.060241
the,442,6,301.1325301
water,443,6,333.7037037
snail,444,6,335.4146341
that,445,6,318.8902439
she,446,6,317.6219512
had,447,6,322.1463415
discovered,448,6,321.4390244
a,449,6,326.5
couple,450,6,306.5180723
of,451,6,301.9879518
days,452,6,322.1566265
ago.,453,6,338.0963855
She,454,6,293.2650602
was,455,6,295.0361446
very,456,6,303.1204819
sad.,457,6,323.0120482
Her,458,6,312.6024096
mom,459,6,295.0963855
said,460,6,288.6024096
to,461,6,302.313253
wait,462,6,307.9638554
a,463,6,310
few,464,6,309.746988
hours,465,6,309.3855422
until,466,6,295.2289157
the,467,6,292.9638554
water,468,6,330.2771084
clears,469,6,321.1566265
to,470,6,318.6506024
take,471,6,308.2048193
another,472,6,336.8795181
careful,473,6,310.6707317
look.,474,6,343.2891566
That,475,6,330.3614458
"evening,",476,6,324.1325301
Abby,477,6,307.9512195
went,478,6,301.5421687
up,479,6,282.7349398
to,480,6,295.1566265
her,481,6,289.6341463
bedroom,482,6,296.3012048
to,483,6,322.0722892
check,484,6,295.4197531
the,485,6,310.9506173
tank,486,6,335.5731707
again.,487,6,321.7951807
The,488,6,299.0853659
water,489,6,300.5243902
had,490,6,304.5432099
settled,491,6,295.2962963
and,492,6,299.3536585
looked,493,6,304.9512195
"clear,",494,6,311.0617284
but,495,6,309.1829268
Abby,496,6,300.4878049
could,497,6,293.3493976
not,498,6,290.3493976
see,499,6,286.695122
Mr.,500,6,289
Sticky.,501,6,315.1219512
Abby,502,6,341.8780488
kneeled,503,6,316.6707317
down,504,6,321.7682927
to,505,6,312.597561
have,506,6,306.9512195
another,507,6,292.4390244
look,508,6,290.962963
in,509,6,281.8271605
the,510,6,277.425
tank,511,6,280.8024691
that,512,6,285.1975309
her,513,6,303.8395062
mom,514,6,293.4
had,515,6,326.5365854
cleared,516,6,326.902439
so,517,6,358.2195122
"thoroughly,",518,6,325.7682927
but,519,6,330.6219512
Mr.,520,6,300.3780488
Sticky,521,6,294.2439024
was,522,6,289.8902439
still,523,6,308.2073171
nowhere,524,6,334.2195122
to,525,6,286.804878
be,526,6,289.6463415
found.,527,6,332.1585366
Abby,528,6,298.7926829
was,529,6,296.7926829
a,530,6,304.6463415
bundle,531,6,319.1566265
of,532,6,297.5180723
nerves,533,6,310.8902439
as,534,6,291.0609756
she,535,6,301.304878
descended,536,6,356.0246914
the,537,6,308.4756098
stairs.,538,6,327.8658537
In,539,6,323.8148148
the,540,6,293.3658537
"study,",541,6,333.8536585
surrounded,542,6,385.8902439
by,543,6,323.4074074
books,544,6,315
and,545,6,305.2804878
"papers,",546,6,332.9512195
her,547,6,324.4756098
mom,548,6,323.0487805
was,549,6,296.8902439
working,550,6,295.597561
and,551,6,300.6097561
she,552,6,308.7037037
looked,553,6,306.8170732
impatient,554,6,312.1341463
when,555,6,362.8536585
she,556,6,311.5301205
saw,557,6,296.0609756
Abby,558,6,311.5609756
in,559,6,303.1097561
the,560,6,317.2560976
doorway,561,6,329.2926829
and,562,6,315.4390244
even,563,6,301.6296296
more,564,6,306.097561
worried,565,6,303.5487805
when,566,6,295.3703704
she,567,6,283.0609756
heard,568,6,300.402439
the,569,6,296.8170732
bad,570,6,316.2317073
news.,571,6,388.5625
'He'll,572,6,331.3902439
turn,573,6,313.7560976
"up,'",574,6,328.1728395
Mom,575,6,313.9135802
"said,",576,6,316.2098765
and,577,6,311.6829268
that,578,6,303.4878049
was,579,6,304.9634146
that.,580,6,319.195122
"Then,",581,6,329.5185185
to,582,6,316.4878049
add,583,6,324.8780488
fuel,584,6,296.8658537
to,585,6,289.9390244
the,586,6,290.1097561
"flames,",587,6,329.8414634
she,588,6,311.7560976
raised,589,6,308.5555556
her,590,6,309.4268293
tone,591,6,296.3536585
of,592,6,296.8414634
voice,593,6,296.9146341
and,594,6,307.2804878
said,595,6,327.617284
"dismissively,",596,6,379.3780488
'For,597,6,328.2839506
the,598,6,334.1463415
time,599,6,356.0243902
"being,",600,6,346.0987654
go,601,6,311.8780488
to,602,6,317.0365854
"bed,",603,6,334
Abby.,604,6,344.5365854
I've,605,6,311.5121951
got,606,6,318.0843373
masses,607,6,313.1927711
of,608,6,320.3012048
work,609,6,293.1084337
to,610,6,309.939759
catch,611,6,316.2168675
up,612,6,301.9390244
on.',613,6,338.0121951
Abby,614,6,326.7857143
had,615,6,314.6385542
a,616,6,301.4457831
quick,617,6,292.8192771
temper,618,6,295.5609756
and,619,6,315.8072289
she,620,6,307.4939759
was,621,6,293.1084337
angry,622,6,308.5903614
as,623,6,336.1084337
hell.,624,6,409.8395062
'You've,625,6,435.0843373
hoovered,626,6,421.9759036
him,627,6,407.0963855
"up,",628,6,375.9879518
haven't,629,6,365.0487805
you?',630,6,355.0481928
she,631,6,321.2891566
said,632,6,344
accusingly.,633,6,391.7710843
Abby's,634,6,374.1341463
mom,635,6,326.2409639
denied,636,6,338.4698795
Abby's,637,6,366.7777778
version,638,6,328.8536585
of,639,6,293.097561
the,640,6,287.6707317
story,641,6,316.3975904
was,642,6,319.3855422
TRUE,643,6,349.4166667
and,644,6,305.0963855
said,645,6,306.4939759
that,646,6,301.5662651
she,647,6,295.5903614
was,648,6,332.686747
"careful,",649,6,317.6626506
but,650,6,317.8333333
because,651,6,313.6547619
Mr.,652,6,320.746988
Sticky,653,6,299.2168675
was,654,6,301.0481928
so,655,6,304.9879518
small,656,6,306.4096386
he,657,6,298.3253012
was,658,6,311.6626506
hard,659,6,292.195122
to,660,6,295.3658537
see.,661,6,342.313253
'What's,662,6,339.8536585
wrong,663,6,318.6385542
with,664,6,310.4578313
being,665,6,329.9759036
small?',666,6,374.402439
'Nothing,667,6,330.4268293
at,668,6,301.0361446
"all,",669,6,303.626506
but,670,6,301.6506024
it,671,6,302.3095238
makes,672,6,316.2261905
things,673,6,298.2380952
hard,674,6,292.9285714
to,675,6,339.3690476
find.',676,6,345.0121951
'Or,677,6,348.4337349
"notice,'",678,6,356.373494
Abby,679,6,386.9879518
"said,",680,6,383.2409639
suddenly,681,6,337.8313253
feeling,682,6,324.9878049
like,683,6,323.0722892
the,684,6,314.3614458
"small,",685,6,340.8536585
overlooked,686,6,339.686747
Mr.,687,6,327.4457831
Sticky,688,6,322.2891566
herself,689,6,319.2098765
and,690,6,331.6190476
storming,691,6,327.6746988
from,692,6,336.4698795
the,693,6,296.9879518
room.,694,6,337.5180723
The,695,6,355.313253
door,696,6,341.2891566
to,697,6,312.3658537
the,698,6,305.902439
bedroom,699,6,328.7073171
opened,700,6,323.6385542
a,701,6,314.2289157
few,702,6,300.3780488
minutes,703,6,293.1325301
later,704,6,304.2168675
and,705,6,329.5903614
Mom's,706,6,346.5180723
face,707,6,327.7317073
appeared.,708,6,356.2926829
She,709,6,338.2804878
was,710,6,305.6585366
there,711,6,306.2891566
to,712,6,305.9879518
try,713,6,281.304878
to,714,6,289.5662651
make,715,6,281.2771084
up,716,6,296.5783133
for,717,6,288.4390244
having,718,6,283.7349398
been,719,6,340.1325301
insensitive,720,6,404.0240964
earlier.,721,6,383.5180723
She,722,6,302.8554217
had,723,6,297.746988
put,724,6,296.9879518
her,725,6,287.6506024
work,726,6,295.5180723
on,727,6,305.1084337
the,728,6,290.4216867
back,729,6,293.1807229
burner,730,6,324.8780488
and,731,6,311.7108434
occupied,732,6,301.6506024
herself,733,6,299.7590361
with,734,6,308.3012048
Sticky.,735,6,464.0120482
"Abby,",736,6,439.402439
who,737,6,369.2771084
was,738,6,313.7349398
breathing,739,6,313.6506024
fire,740,6,334.7951807
all,741,6,343.5783133
on,742,6,344.0843373
account,743,6,325.626506
of,744,6,299.9879518
the,745,6,297.7831325
little,746,6,325.686747
"snail,",747,6,325.0843373
tried,748,6,330.1325301
to,749,6,338.9518072
ignore,750,6,301.8915663
"her,",751,6,318.8554217
but,752,6,313
it,753,6,299.9638554
was,754,6,293.7349398
hard,755,6,305.0843373
when,756,6,300.8674699
Mom,757,6,312.3493976
walked,758,6,310.1807229
over,759,6,286.9518072
to,760,6,283.1807229
the,761,6,297.2168675
bed,762,6,287.5609756
and,763,6,280.5238095
sat,764,6,288.8674699
next,765,6,310.6219512
to,766,6,294.4337349
her.,767,6,305.9625
"Mom,",768,6,323.0987654
who,769,6,346.2560976
Abby,770,6,326.6097561
still,771,6,319.4878049
strained,772,6,374.5679012
to,773,6,332.4756098
remain,774,6,315.1707317
upset,775,6,341.9390244
"with,",776,6,335.3780488
had,777,6,325.4512195
gone,778,6,311.7407407
out,779,6,290.2317073
to,780,6,300.7195122
find,781,6,298.402439
her,782,6,308.1341463
glasses,783,6,325.6666667
in,784,6,304.2073171
order,785,6,295.8658537
to,786,6,278.7654321
search,787,6,293.1125
for,788,6,287.7195122
Sticky,789,6,310.9753086
more,790,6,335.8271605
effectively.,791,6,367.7804878
'This,792,6,314.1341463
is,793,6,276.402439
my,794,6,286.1707317
new,795,6,296.6707317
and,796,6,303.7804878
extra,797,6,305.8902439
powerful,798,6,323.0365854
pair,799,6,297.6707317
I,800,6,316.8536585
have,801,6,308.5185185
for,802,6,316.1358025
important,803,6,302.4268293
occasions,804,6,318.4444444
like,805,6,317.1481481
snail,806,6,335.8536585
"hunting,'",807,6,370.7407407
she,808,6,316.9875
said.,809,6,316.4390244
She,810,6,311.4878049
smiled,811,6,305.8414634
at,812,6,296.8658537
"Abby,",813,6,310.7283951
trying,814,6,298.9390244
to,815,6,297.5308642
butter,816,6,300.8536585
her,817,6,312.7195122
"up,",818,6,298.3375
but,819,6,313.9878049
Abby,820,6,297.804878
didn't,821,6,301.1585366
smile,822,6,307.1234568
back.,823,6,321.5121951
Abby,824,6,358.7831325
believed,825,6,294.4512195
her,826,6,319.1829268
mom's,827,6,306.0987654
idea,828,6,293.55
would,829,6,306.4444444
not,830,6,330.1097561
"succeed,",831,6,335.3414634
but,832,6,320.5802469
then,833,6,340.1234568
she,834,6,293.6463415
had,835,6,303.4691358
an,836,6,287.6341463
idea,837,6,283.654321
of,838,6,290.2125
her,839,6,323.6875
own.,840,6,333.5443038
'I've,841,6,322.8125
got,842,6,297.85
a,843,6,312.9259259
magnifying,844,6,330.0864198
"glass,'",845,6,327.345679
Abby,846,6,333.9876543
suddenly,847,6,317.8902439
remembered,848,6,336.2875
and,849,6,325.7407407
rushed,850,6,322.1234568
off,851,6,293.617284
to,852,6,296.5061728
find,853,6,295.9382716
it.,854,6,295.8780488
On,855,6,287.6219512
the,856,6,293.1851852
floor,857,6,289.4691358
beside,858,6,321.0246914
each,859,6,317.9375
other,860,6,310.691358
they,861,6,295.1111111
"sat,",862,6,298.5609756
shuffling,863,6,319.4074074
around,864,6,303.9259259
the,865,6,299.6666667
"tank,",866,6,317.1975309
looking,867,6,313.3950617
all,868,6,304.9876543
over,869,6,287.6625
the,870,6,285.25
place,871,6,279.6
and,872,6,274.675
peering,873,6,293.875
into,874,6,321.9382716
the,875,6,292.4375
corners,876,6,295.9753086
among,877,6,291.625
the,878,6,294.7875
big,879,6,314.2375
pebbles,880,6,290.1975309
and,881,6,295.345679
the,882,6,294.304878
pond,883,6,288.8902439
weed.,884,6,324.9390244
Abby,885,6,342.0487805
tried,886,6,321.6707317
to,887,6,289.7926829
"imagine,",888,6,289.1358025
if,889,6,279.5061728
she,890,6,290.5679012
were,891,6,282.9876543
"Sticky,",892,6,292.9878049
a,893,6,289.975
little,894,6,302.5487805
water,895,6,306.9512195
"snail,",896,6,298.2073171
where,897,6,297.7195122
would,898,6,278.0121951
she,899,6,300.695122
hide,900,6,275.8536585
out?,901,6,310.1219512
At,902,6,329.5421687
one,903,6,292.0240964
point,904,6,294.5853659
she,905,6,282.3170732
thought,906,6,281.2317073
she,907,6,276.8780488
saw,908,6,291.8780488
"him,",909,6,311.6219512
but,910,6,292.691358
it,911,6,276.8765432
wasn't,912,6,290.3580247
the,913,6,312.1111111
water,914,6,340.125
snail.,915,6,350.1518987
It,916,6,295.35
was,917,6,268.7777778
a,918,6,270.1728395
large,919,6,278.2592593
speck,920,6,299.2048193
of,921,6,286.4390244
dust,922,6,324.308642
that,923,6,294.1097561
was,924,6,309.695122
deceptively,925,6,369.6219512
bobbing,926,6,336.2926829
around,927,6,310.3292683
in,928,6,298.6707317
the,929,6,279.1604938
water,930,6,268.2926829
like,931,6,290.0617284
a,932,6,277.2926829
live,933,6,291.6341463
animal.,934,6,363.9390244
They,935,6,317.4197531
were,936,6,277.902439
ready,937,6,270.8414634
to,938,6,289.695122
call,939,6,276.4146341
it,940,6,262.2682927
"quits,",941,6,278.2682927
when,942,6,278.3658537
suddenly,943,6,302.5853659
Mom,944,6,314.4634146
"cried,",945,6,297.0243902
'Ah,946,6,323.9634146
ha!',947,6,330.8902439
Tucked,948,6,319.402439
in,949,6,306.9878049
a,950,6,297.7073171
curve,951,6,323.0243902
of,952,6,299.1585366
the,953,6,365.9512195
"archway,",954,6,399.2926829
perfectly,955,6,366.0740741
hidden,956,6,333.1341463
against,957,6,321.2804878
a,958,6,309.3780488
pitch,959,6,314.0731707
dark,960,6,325.0853659
"stone,",961,6,347.7530864
sat,962,6,332.3493976
Mr.,963,6,316.0240964
"Sticky,",964,6,329
safe,965,6,299.0121951
and,966,6,294.2560976
sound.,967,6,308.1219512
"'You,",968,6,292.0731707
I,969,6,346.3950617
can,970,6,394.1707317
always,971,6,339.5731707
count,972,6,354.7195122
"on,'",973,6,407.0123457
Abby,974,6,378.175
said,975,6,318.75
to,976,6,337.7160494
her,977,6,306.6875
"mom,",978,6,337.4875
with,979,6,301.7625
relief.,980,6,329.9876543
Then,981,6,335.85
she,982,6,300.8
noticed,983,6,301.8
another,984,6,309.825
water,985,6,296.8
snail,986,6,308.7625
was,987,6,303.7625
right,988,6,308.85
next,989,6,311.1772152
to,990,6,321.9
Sticky,991,6,350.7341772
and,992,6,327.55
asked,993,6,310.2125
where,994,6,303.9375
this,995,6,294.3544304
new,996,6,299.9240506
addition,997,6,326.6125
to,998,6,316.675
the,999,6,293.9873418
family,1000,6,279.0512821
could,1001,6,286.1666667
have,1002,6,298.1518987
come,1003,6,290.8205128
from.,1004,6,322.4102564
'I'm,1005,6,318.2531646
beginning,1006,6,319.7721519
to,1007,6,317.4177215
suspect,1008,6,297
the,1009,6,290
pond,1010,6,309.9
weed,1011,6,328.3125
is,1012,6,333.475
"guilty,",1013,6,400.8148148
don't,1014,6,368.5555556
you,1015,6,347.1012658
think?',1016,6,372.475
replied,1017,6,363.8227848
Mom.,1018,6,358.2375
They,1019,6,338.6625
both,1020,6,299.9
laughed,1021,6,307.721519
and,1022,6,306.975
climbed,1023,6,322.3846154
into,1024,6,312.2875
Abby's,1025,6,301.35
bed,1026,6,310.1
together,1027,6,329.8734177
"and,",1028,6,321.1
though,1029,6,315.35
it,1030,6,289.5875
was,1031,6,339.3875
"cozy,",1032,6,312.3375
it,1033,6,294.8875
was,1034,6,280.4625
a,1035,6,283.65
bit,1036,6,273.3625
of,1037,6,264.7341772
a,1038,6,281.525
squeeze.,1039,6,359.5949367
'Budge,1040,6,349.4936709
"up,'",1041,6,393.7974684
Mom,1042,6,357.7721519
"said,",1043,6,333.3417722
giving,1044,6,315.2692308
Abby,1045,6,292.8717949
a,1046,6,280.4871795
push,1047,6,287.825
with,1048,6,285.4814815
her,1049,6,284.05
bottom.,1050,6,333.85
'I,1051,6,356.4125
can't,1052,6,347.8875
because,1053,6,331.6296296
I'm,1054,6,344.7037037
already,1055,6,296.617284
on,1056,6,292.425
the,1057,6,278.4177215
edge.',1058,6,329.5875
'Good,1059,6,358.9259259
"heavens,",1060,6,321.9
you've,1061,6,319.55
grown,1062,6,323.2875
then.,1063,6,335.2875
When,1064,6,390.45
did,1065,6,329.6296296
that,1066,6,310.0864198
happen?,1067,6,315.6419753
You,1068,6,310.3209877
could've,1069,6,339.8
put,1070,6,300.308642
an,1071,6,344.6049383
elephant,1072,6,317.8518519
in,1073,6,308.5802469
here,1074,6,303.2592593
last,1075,6,308.5432099
time,1076,6,306.2345679
we,1077,6,297.4567901
did,1078,6,290.6296296
this.,1079,6,336.1234568
Before,1080,6,313.9135802
I,1081,6,310.5679012
know,1082,6,326.2716049
"it,",1083,6,296.9
you'll,1084,6,302.2962963
be,1085,6,284.7875
all,1086,6,283.45
grown,1087,6,301.0365854
up.',1088,6,297.195122
On,1089,6,318.0853659
her,1090,6,316.4512195
mom's,1091,6,305.8395062
chest,1092,6,305.0365854
Abby,1093,6,314.7710843
then,1094,6,328.2891566
put,1095,6,311.3012048
her,1096,6,324.2261905
head,1097,6,333.4117647
and,1098,6,445.7294118
smiled.,1099,6,836.0126582
The,1,7,402.4375
text,2,7,380.6708861
message,3,7,403.8717949
said,4,7,371.1265823
that,5,7,360.5384615
Lucy,6,7,400.7662338
Josephs,7,7,501.1772152
was,8,7,387.7948718
a,9,7,419.9615385
failure.,10,7,460.52
It,11,7,374.5394737
said,12,7,373.974026
she,13,7,328.6233766
was,14,7,367.4675325
"ugly,",15,7,376.4210526
had,16,7,385.0133333
no,17,7,340.1891892
style,18,7,350.6666667
and,19,7,364.9342105
the,20,7,366.8552632
world,21,7,355.7894737
hated,22,7,360.1891892
her.,23,7,370.8026316
At,24,7,358.3333333
least,25,7,339.6447368
that,26,7,350.8684211
was,27,7,310.4736842
what,28,7,330.2631579
it,29,7,337.8684211
said,30,7,307.7368421
to,31,7,362.4266667
Lucy.,32,7,399.0789474
It,33,7,346.7894737
said,34,7,361.6842105
that,35,7,349.3421053
and,36,7,387.1184211
a,37,7,376.8815789
whole,38,7,322.8933333
lot,39,7,323.7105263
more,40,7,339.5526316
that,41,7,338.4605263
she,42,7,315.4473684
was,43,7,365.3815789
struggling,44,7,352.1710526
to,45,7,380.3815789
understand.,46,7,400.1842105
The,47,7,374.9333333
actual,48,7,367.3289474
text,49,7,334.4078947
of,50,7,339.9605263
the,51,7,356.9868421
note,52,7,364.5584416
said,53,7,342.7763158
that,54,7,384.6710526
Lucy,55,7,357.2236842
better,56,7,349.72
not,57,7,353.0263158
show,58,7,341.4868421
up,59,7,344.7567568
at,60,7,337.6710526
the,61,7,339.2763158
party,62,7,361.3648649
"tonight,",63,7,404.7333333
because,64,7,361.9078947
it,65,7,338.2236842
was,66,7,321.2763158
going,67,7,321.8947368
to,68,7,300.4342105
be,69,7,331.8933333
bad,70,7,398.6447368
enough,71,7,446.3333333
already!,72,7,463.2933333
"Lucy,",73,7,376.7236842
who,74,7,372.6052632
had,75,7,354.6533333
started,76,7,387
receiving,77,7,380.6184211
these,78,7,359.68
messages,79,7,362.2894737
a,80,7,345.2368421
few,81,7,341.3421053
weeks,82,7,347.7333333
"ago,",83,7,370.5394737
tapped,84,7,359.5526316
the,85,7,419.6973684
mobile,86,7,379.9078947
screen,87,7,367.9736842
to,88,7,385.2236842
make,89,7,335.7236842
the,90,7,346.44
message,91,7,379.2162162
disappear,92,7,392.8421053
from,93,7,389.1066667
view.,94,7,402.76
She,95,7,374.6710526
only,96,7,374.4736842
wished,97,7,353.88
it,98,7,321.4868421
was,99,7,309.5
as,100,7,351.0526316
easy,101,7,320.1558442
to,102,7,319.4025974
tap,103,7,314.6363636
her,104,7,327.1842105
heart,105,7,345.52
and,106,7,346.9736842
erase,107,7,328.0933333
the,108,7,343.32
trace,109,7,371.28
the,110,7,440.6133333
message,111,7,360.2666667
had,112,7,364.0933333
left,113,7,349
there.,114,7,405.3066667
'Was,115,7,385.9466667
that,116,7,358.9733333
another,117,7,354.9594595
one,118,7,330.92
of,119,7,330.1466667
those,120,7,375.9333333
messages?',121,7,369.3333333
her,122,7,348.3866667
mom,123,7,358.68
"asked,",124,7,387.4736842
who,125,7,334.6184211
was,126,7,367.8026316
driving,127,7,335.2236842
the,128,7,365.1184211
car.,129,7,451.6973684
Lucy,130,7,371.8311688
confirmed,131,7,358.7236842
her,132,7,359.7066667
mother's,133,7,380.2133333
suspicion,134,7,359.2666667
was,135,7,368.3289474
founded,136,7,369.8533333
as,137,7,382.6933333
she,138,7,380.4605263
answered,139,7,445.12
"dejectedly,",140,7,440.5263158
'I'm,141,7,385.5394737
sorry,142,7,349.4933333
to,143,7,335.75
say,144,7,359.48
it,145,7,365.8684211
was.',146,7,396.96
'Haven't,147,7,381.961039
you,148,7,347.9466667
reported,149,7,372.6447368
it,150,7,333.4594595
yet?',151,7,363.5394737
asked,152,7,363.5733333
"Jill,",153,7,407.3947368
Lucy's,154,7,444.5333333
older,155,7,387.1733333
sister,156,7,417.8266667
who,157,7,374
was,158,7,336.3648649
sitting,159,7,320.4
in,160,7,305.28
the,161,7,354.0394737
passenger,162,7,380.6052632
seat.,163,7,397.4
"'Yes,'",164,7,386.72
Lucy,165,7,358.5263158
"replied,",166,7,357.0921053
lying,167,7,403.8666667
through,168,7,357.1466667
her,169,7,342.8266667
teeth.,170,7,398.76
That,171,7,346.6710526
Lucy,172,7,373.8947368
should,173,7,360.5066667
not,174,7,336.6233766
let,175,7,334.8947368
the,176,7,333.4266667
messages,177,7,322.4473684
get,178,7,309.28
to,179,7,332.8026316
her,180,7,348.96
and,181,7,335.0263158
that,182,7,348.2666667
the,183,7,347.0266667
sender,184,7,353.8666667
was,185,7,321.0533333
only,186,7,335.96
jealous,187,7,366.1333333
were,188,7,382.0933333
Lucy's,189,7,383.4533333
mom's,190,7,420.1369863
"arguments,",191,7,423.2567568
in,192,7,364.1710526
an,193,7,371.109589
effort,194,7,329.6973684
to,195,7,331.8933333
comfort,196,7,369.1066667
her,197,7,355.2
daughter.,198,7,408.8266667
Lucy's,199,7,349.8552632
mom,200,7,382.32
suddenly,201,7,331.0921053
felt,202,7,369.1710526
"guilty,",203,7,385.8947368
for,204,7,324.92
she,205,7,324.3466667
had,206,7,347.5066667
been,207,7,325.6315789
the,208,7,314.4266667
one,209,7,305.7894737
to,210,7,322.2666667
buy,211,7,339.25
the,212,7,333.2666667
phone,213,7,325.8289474
for,214,7,320.6933333
Lucy,215,7,334.3815789
just,216,7,331.7066667
a,217,7,318.0657895
couple,218,7,315.5066667
of,219,7,313.4342105
months,220,7,324.3157895
ago.,221,7,330.6447368
She,222,7,319.16
then,223,7,321.2631579
admitted,224,7,318.4210526
her,225,7,341.7894737
regret,226,7,357.6
about,227,7,317.4605263
the,228,7,314.4605263
phone,229,7,323.2266667
was,230,7,352.6184211
still,231,7,343.0533333
bugging,232,7,352.2105263
her,233,7,353.4933333
out,234,7,358.3333333
loud,235,7,358.6710526
as,236,7,359.2763158
she,237,7,338.9078947
"sighed,",238,7,384.9459459
'I,239,7,364.1578947
never,240,7,336.0135135
should,241,7,323.68
have,242,7,310.7972973
given,243,7,311.8378378
you,244,7,302.6216216
that,245,7,311.7162162
phone,246,7,357.5131579
Lucy.',247,7,365.3157895
"'No,",248,7,338.6315789
it's,249,7,330.8
fine.,250,7,322.8157895
I,251,7,321.32
love,252,7,310.3815789
"it,'",253,7,324.36
said,254,7,346.9868421
Lucy,255,7,333.6133333
knowing,256,7,320.4342105
that,257,7,324.48
affording,258,7,383.6184211
the,259,7,339.5333333
phone,260,7,319.3947368
had,261,7,321.0133333
been,262,7,322.1973684
no,263,7,322.4933333
small,264,7,313.2133333
thing,265,7,324.472973
for,266,7,301.3333333
her,267,7,315.4594595
mother.,268,7,400.3684211
It,269,7,308.84
had,270,7,297.2236842
been,271,7,313.8666667
nothing,272,7,318.6266667
but,273,7,319.3333333
trouble,274,7,324.3026316
though.,275,7,379.6933333
Lucy,276,7,344.7763158
did,277,7,320.1842105
not,278,7,307.0657895
know,279,7,306.9736842
who,280,7,311.7066667
it,281,7,308.5526316
was,282,7,294.8666667
that,283,7,354.4078947
was,284,7,309.88
sending,285,7,300.6842105
her,286,7,306.7866667
the,287,7,312.4868421
"messages,",288,7,349.5526316
and,289,7,303.5066667
she,290,7,299.0266667
did,291,7,300.0526316
not,292,7,296.4933333
know,293,7,311.5131579
how,294,7,305.72
they,295,7,309.6710526
had,296,7,312.9605263
got,297,7,305.5733333
her,298,7,324.24
"number,",299,7,352.0133333
but,300,7,337.1842105
whoever,301,7,310.1184211
it,302,7,309.4
"was,",303,7,304.3466667
he,304,7,360.5066667
or,305,7,316.1447368
she,306,7,296.4210526
had,307,7,301.9736842
slowly,308,7,338.72
taken,309,7,315
over,310,7,304.9866667
Lucy's,311,7,311.5
life.,312,7,335.8666667
She,313,7,299.5
was,314,7,322.5394737
getting,315,7,314.3815789
several,316,7,303.5131579
texts,317,7,323.6710526
a,318,7,301.8421053
day,319,7,316.6
"now,",320,7,335.8493151
all,321,7,316.7297297
of,322,7,309.7027027
which,323,7,300.7466667
were,324,7,331.7466667
abusive,325,7,360.4666667
and,326,7,301.2133333
hurtful.,327,7,343.48
Lucy,328,7,370.3561644
wondered,329,7,343.3421053
what,330,7,345.64
the,331,7,311.4533333
person,332,7,308.8289474
who,333,7,325.08
was,334,7,343.0263158
messaging,335,7,335.4736842
her,336,7,327.2933333
might,337,7,317.8684211
be,338,7,310.96
thinking,339,7,334.2368421
or,340,7,344.5333333
trying,341,7,297.6710526
to,342,7,310.24
achieve,343,7,309.0533333
with,344,7,351.6184211
all,345,7,306.4933333
of,346,7,337.2631579
their,347,7,314.04
hateful,348,7,330.9473684
messages.,349,7,362.7066667
As,350,7,317.44
the,351,7,306.0921053
car,352,7,302.5066667
pulled,353,7,355.1866667
up,354,7,303.3157895
outside,355,7,328.3552632
the,356,7,313.3866667
"school,",357,7,379.5394737
which,358,7,349.8533333
looked,359,7,306.8266667
like,360,7,307.5135135
a,361,7,298.8918919
large,362,7,313.8533333
shadow,363,7,332.9864865
in,364,7,305.16
the,365,7,328.6756757
darkness,366,7,335.1333333
of,367,7,299.2432432
a,368,7,315.7333333
November,369,7,335.9189189
"evening,",370,7,393.8933333
Lucy,371,7,363.1466667
felt,372,7,306.3466667
a,373,7,326.9866667
shiver,374,7,322
run,375,7,308.08
down,376,7,306.2162162
her,377,7,313.3513514
spine.,378,7,364.2567568
Hastened,379,7,344.04
by,380,7,316.9452055
"Jill,",381,7,370.0533333
who,382,7,342.3513514
did,383,7,302.6891892
not,384,7,309.3918919
want,385,7,299.16
to,386,7,290.2533333
be,387,7,299.369863
late,388,7,312.96
to,389,7,317.4109589
her,390,7,312.2133333
own,391,7,352.7837838
"concert,",392,7,382.64
Lucy,393,7,469.9054054
hesitantly,394,7,382.7866667
stepped,395,7,378.8933333
out,396,7,310.4594595
of,397,7,285.16
the,398,7,300.0933333
car,399,7,304.8266667
and,400,7,320.8783784
walked,401,7,307.5733333
toward,402,7,290.0810811
the,403,7,314.7066667
school.,404,7,373.3108108
It,405,7,306.8
was,406,7,305.1756757
Jill,407,7,293.4133333
who,408,7,305.5945946
in,409,7,300.9864865
her,410,7,320.1621622
final,411,7,316.7027027
year,412,7,308.6133333
of,413,7,333.8243243
high,414,7,330.3733333
school,415,7,346.3918919
had,416,7,330.9324324
become,417,7,326.6891892
involved,418,7,318.0540541
in,419,7,364.4054054
helping,420,7,339.7162162
organize,421,7,323.6575342
this,422,7,338.8133333
year's,423,7,330.9864865
school,424,7,336.3918919
talent,425,7,333.6486486
"show,",426,7,325.3783784
and,427,7,319.5405405
she,428,7,307.7733333
took,429,7,316.8513514
her,430,7,333.6486486
position,431,7,323.527027
very,432,7,335.972973
seriously.,433,7,373.4027778
